"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","core_enrichment_symbol"
"GO:1903034","regulation of response to wounding",152,-0.505346691864288,-1.62733695577508,6.02631440659705e-05,0.000168329458076916,0.000576139753818708,3709,"tags=43%, list=20%, signal=35%","7035/8578/2150/1270/1398/3688/3848/58529/135228/7056/100506658/7124/2039/23189/81565/3480/5627/5792/5068/5055/4780/2247/2303/170692/5345/2161/5270/1906/5747/146760/55966/6558/5764/5155/4192/4846/5054/9076/90102/51330/6833/2043/407006/407021/7103/8613/4638/857/150/1365/6915/5327/114897/2191/22915/5154/2152/54361/10979/64094/59/1364/58189/5592/130120/947","TFPI, SCARF1, F2RL1, CNTF, CRK, ITGB1, KRT1, MYOZ1, CD109, THBD, OCLN, TNF, DMTN, KANK1, NDEL1, IGF1R, PROS1, PTPRF, REG3A, SERPINB2, NFE2L2, FGF2, FOXC2, ADAMTS18, SERPINF2, F12, SERPINE2, EDN1, PTK2, RTN4RL1, AJAP1, SLC12A2, PTN, PDGFB, MDK, NOS3, SERPINE1, CLDN1, PHLDB2, TNFRSF12A, ABCC8, EPHA4, MIR221, MIR29A, TSPAN8, PLPP3, MYLK, CAV1, ADRA2A, CLDN3, TBXA2R, PLAT, C1QTNF1, FAP, MMRN1, PDGFA, F3, WNT4, FERMT2, SMOC2, ACTA2, CLDN4, WFDC1, PRKG1, REG3G, CD34"
"GO:0055001","muscle cell development",147,-0.503444120627016,-1.61595972621695,6.16248456227951e-05,0.000171791484325451,0.000587813055219596,3688,"tags=39%, list=20%, signal=32%","9172/1827/1466/29767/4015/3688/51804/1073/58529/1525/92737/113622/10611/9472/9456/23363/2274/6443/7139/57538/8506/183/117166/7111/80206/284612/30008/6608/1906/6926/8470/115701/11149/5999/88/858/7168/6444/6495/4000/652/2318/9096/10398/70/10266/1756/11155/4776/23493/25802/5159/3880/3280/5629/1909/4629/27063","MYOM2, RCAN1, CSRP2, TMOD2, LOX, ITGB1, SIX4, CFL2, MYOZ1, CXADR, DNER, ADPRHL1, PDLIM5, AKAP6, HOMER1, OBSL1, FHL2, SGCB, TNNT2, ALPK3, CNTNAP1, AGT, WFIKKN1, TMOD1, FHOD3, SYPL2, EFEMP2, SMO, EDN1, TBX3, SORBS2, ALPK2, BVES, RGS4, ACTN2, CAV2, TPM1, SGCD, SIX1, LMNA, BMP4, FLNC, TBX18, MYL9, ACTC1, RAMP2, DMD, LDB3, NFATC4, HEY2, LMOD1, PDGFRB, KRT19, HES1, PROX1, EDNRA, MYH11, ANKRD1"
"GO:0021872","forebrain generation of neurons",43,-0.646163650597036,-1.80258978124868,6.26852532472149e-05,0.000174401546163044,0.000596565807788505,1163,"tags=33%, list=6%, signal=31%","23440/2737/26468/79625/2624/1745/2290/166614/3624/1746/388585/3280/5629/85358","OTP, GLI3, LHX6, NDNF, GATA2, DLX1, FOXG1, DCLK2, INHBA, DLX2, HES5, HES1, PROX1, SHANK3"
"GO:0035589","G protein-coupled purinergic nucleotide receptor signaling pathway",13,0.816178267913905,2.21057415972392,6.32997456211224e-05,0.000175080049001928,0.000598420247711934,1958,"tags=69%, list=11%, signal=62%","53829/5724/29909/64805/2857/5031/5032/27334/53836","P2RY13, PTAFR, GPR171, P2RY12, GPR34, P2RY6, P2RY11, P2RY10, GPR87"
"GO:0002478","antigen processing and presentation of exogenous peptide antigen",36,0.617739170253792,2.08190348879358,6.34747820073444e-05,0.000175080049001928,0.000598420247711934,3693,"tags=67%, list=20%, signal=53%","1520/3109/3111/5641/2207/50856/2213/3108/3122/3113/3117/972/3115/3118/1509/3112/3123/4012/200576/3551/1514/3120/3119/10437","CTSS, HLA-DMB, HLA-DOA, LGMN, FCER1G, CLEC4A, FCGR2B, HLA-DMA, HLA-DRA, HLA-DPA1, HLA-DQA1, CD74, HLA-DPB1, HLA-DQA2, CTSD, HLA-DOB, HLA-DRB1, LNPEP, PIKFYVE, IKBKB, CTSL, HLA-DQB2, HLA-DQB1, IFI30"
"GO:0030239","myofibril assembly",53,-0.623475806569145,-1.79564509879484,6.30351027956285e-05,0.000175028299264541,0.000598420247711934,3809,"tags=49%, list=21%, signal=39%","10529/9172/1466/29767/3688/51804/1073/58529/113622/23363/7139/7111/80206/1906/88/7168/2318/10398/70/11155/25802/5159/3880/5629/4629/27063","NEBL, MYOM2, CSRP2, TMOD2, ITGB1, SIX4, CFL2, MYOZ1, ADPRHL1, OBSL1, TNNT2, TMOD1, FHOD3, EDN1, ACTN2, TPM1, FLNC, MYL9, ACTC1, LDB3, LMOD1, PDGFRB, KRT19, PROX1, MYH11, ANKRD1"
"GO:0035924","cellular response to vascular endothelial growth factor stimulus",60,-0.612986533373857,-1.79173082803849,6.35962863403612e-05,0.000175080049001928,0.000598420247711934,2145,"tags=48%, list=12%, signal=43%","8829/4495/147372/10253/4641/2619/5587/8877/9508/11156/7412/153090/23554/3164/3315/28514/7424/7498/6091/2296/10266/64094/25960/5159/2324/81792/2321/3791/54567","NRP1, MT1G, CCBE1, SPRY2, MYO1C, GAS1, PRKD1, SPHK1, ADAMTS3, PTP4A3, VCAM1, DAB2IP, TSPAN12, NR4A1, HSPB1, DLL1, VEGFC, XDH, ROBO1, FOXC1, RAMP2, SMOC2, ADGRA2, PDGFRB, FLT4, ADAMTS12, FLT1, KDR, DLL4"
"GO:0007519","skeletal muscle tissue development",127,-0.51891461154442,-1.65138522585628,6.33916784941261e-05,0.000175080049001928,0.000598420247711934,3733,"tags=37%, list=20%, signal=30%","7291/1499/1827/642658/51804/1073/58529/92737/9456/221662/2817/64091/6469/1958/8506/6899/7093/4868/6608/8531/64208/2047/6840/467/7026/4223/11149/2006/3164/858/3235/3236/56603/28514/857/6495/23764/3679/1756/688/3481/30812/6664/6943/26508/93649/27063","TWIST1, CTNNB1, RCAN1, SCX, SIX4, CFL2, MYOZ1, DNER, HOMER1, RBM24, GPC1, POPDC2, SHH, EGR1, CNTNAP1, TBX1, TLL2, NPHS1, SMO, YBX3, POPDC3, EPHB1, SVIL, ATF3, NR2F2, MEOX2, BVES, ELN, NR4A1, CAV2, HOXD9, HOXD10, CYP26B1, DLL1, CAV1, SIX1, MAFF, ITGA7, DMD, KLF5, IGF2, SOX8, SOX11, TCF21, HEYL, MYOCD, ANKRD1"
"GO:0050953","sensory perception of light stimulus",156,-0.498513368381545,-1.60703504771332,6.62510669873654e-05,0.000181447854029724,0.000621999964217276,3851,"tags=35%, list=21%, signal=28%","23418/6103/1141/1429/197021/314/51761/4060/10265/30062/6101/25794/6094/2570/51151/7466/2202/2070/54437/84189/157506/768206/3983/94233/124590/9478/4693/10083/1409/6004/53904/4935/158046/1280/2700/3913/24/4070/2918/22999/7399/94137/2034/80781/83872/1277/25806/5961/7078/10052/286204/783/2779/54567/10319","CRB1, RPGR, CHRNB2, CRYZ, LCTL, AOC2, ATP8A2, LUM, IRX5, RAX, RP1, FSCN2, ROM1, GABRR2, SLC45A2, WFS1, EFEMP1, EYA4, SEMA5B, SLITRK6, RDH10, PRCD, ABLIM1, OPN4, USH1G, CABP1, NDP, USH1C, CRYAA, RGS16, MYO3A, GPR143, NXNL2, COL2A1, GJA3, LAMB2, ABCA4, TACSTD2, GRM8, RIMS1, USH2A, RP1L1, EPAS1, COL18A1, HMCN1, COL1A1, VAX2, PRPH2, TIMP3, GJC1, CRB2, CACNB2, GNAT1, DLL4, LAMC3"
"GO:0110053","regulation of actin filament organization",240,-0.463280973179807,-1.53212163865425,6.67253724963333e-05,0.000182391339216631,0.00062504839140417,3716,"tags=33%, list=20%, signal=27%","2934/7984/375189/6422/2150/29767/8829/1073/51474/50944/5217/8976/2039/9475/55616/23189/6385/389/9353/10458/163782/11034/2059/9639/7111/395/28984/80206/9026/4868/11346/130271/1627/5345/2017/6710/119/10344/6711/10787/6840/10602/85415/6712/1236/10391/90102/2006/5999/343578/88/7168/3397/256949/91663/1901/11135/7043/4070/10435/22998/10810/9037/23580/6869/6376/54361/10979/171024/7082/1440/148170/22899/10411/23500/25802/85358/11013/10395/90952","GSN, ARHGEF5, PFN4, SFRP1, F2RL1, TMOD2, NRP1, CFL2, LIMA1, SHANK1, PFN2, WASL, DMTN, ROCK2, ASAP3, KANK1, SDC4, RHOC, SLIT2, BAIAP2, KANK4, DSTN, EPS8, ARHGEF10, TMOD1, ARHGAP6, RGCC, FHOD3, HIP1R, NPHS1, SYNPO, PLEKHH2, DBN1, SERPINF2, CTTN, SPTB, ADD2, CCL26, SPTBN1, NCKAP1, SVIL, CDC42EP3, RHPN2, SPTBN2, CCR7, CORO2B, PHLDB2, ELN, RGS4, ARHGAP40, ACTN2, TPM1, ID1, KANK3, MYADM, S1PR1, CDC42EP1, TGFB3, TACSTD2, CDC42EP2, LIMCH1, WASF3, SEMA5A, CDC42EP4, TACR1, CX3CL1, WNT4, FERMT2, SYNPO2, TJP1, CSF3, CDC42EP5, ARHGEF15, RAPGEF3, DAAM2, LMOD1, SHANK3, TMSB15A, DLC1, ESAM"
"GO:0002710","negative regulation of T cell mediated immunity",26,0.696470569922096,2.24216869712429,6.76289323994161e-05,0.000184502233050834,0.000632095214160562,1257,"tags=50%, list=7%, signal=47%","50943/339390/10859/6504/3071/3824/11006/5788/6375/3456/3821/30009/2213","FOXP3, CLEC4G, LILRB1, SLAMF1, NCKAP1L, KLRD1, LILRB4, PTPRC, XCL1, IFNB1, KLRC1, TBX21, FCGR2B"
"GO:0010812","negative regulation of cell-substrate adhesion",57,-0.617892050991961,-1.79042280368177,6.7985208129735e-05,0.000185114762446275,0.000634006792920391,2891,"tags=39%, list=16%, signal=33%","2039/6695/23189/2192/395/340485/55966/10391/5054/90102/182/8322/4070/8324/94/347/6376/1277/285/11170/10395/81848","DMTN, SPOCK1, KANK1, FBLN1, ARHGAP6, ACER2, AJAP1, CORO2B, SERPINE1, PHLDB2, JAG1, FZD4, TACSTD2, FZD7, ACVRL1, APOD, CX3CL1, COL1A1, ANGPT2, FAM107A, DLC1, SPRY4"
"GO:0045066","regulatory T cell differentiation",32,0.619737559954144,2.05430151660607,6.95391431549926e-05,0.000188979683042098,0.000647053942520609,1781,"tags=47%, list=10%, signal=42%","3458/1378/50943/26279/3902/1493/11006/10288/2529/7292/9760/3965/3122/2175/2177","IFNG, CR1, FOXP3, PLA2G2D, LAG3, CTLA4, LILRB4, LILRB2, FUT7, TNFSF4, TOX, LGALS9, HLA-DRA, FANCA, FANCD2"
"GO:0046545","development of primary female sexual characteristics",95,-0.536244240809596,-1.66763379396306,7.11066940488375e-05,0.000192495000267084,0.000660169517379733,3929,"tags=43%, list=21%, signal=34%","2/83943/268/6422/7314/7425/2796/2661/3623/84159/23411/63951/8204/9353/3815/9468/64478/7130/7026/25976/4846/5806/5241/4609/2620/8322/7544/4254/1602/3624/2296/54361/3643/658/9510/23414/6586/3625/117/3791/6092","A2M, IMMP2L, AMH, SFRP1, UBB, VGF, GNRH1, GDF9, INHA, ARID5B, SIRT1, DMRTA1, NRIP1, SLIT2, KIT, PCYT1B, CSMD1, TNFAIP6, NR2F2, TIPARP, NOS3, PTX3, PGR, MYC, GAS2, FZD4, ZFY, KITLG, DACH1, INHBA, FOXC1, WNT4, INSR, BMPR1B, ADAMTS1, ZFPM2, SLIT3, INHBB, ADCYAP1R1, KDR, ROBO2"
"GO:0021879","forebrain neuron differentiation",35,-0.68544035079948,-1.85355208177953,7.2785866993858e-05,0.000196284343812611,0.000672769227057807,1163,"tags=37%, list=6%, signal=35%","23440/26468/79625/2624/1745/2290/166614/3624/1746/388585/3280/5629/85358","OTP, LHX6, NDNF, GATA2, DLX1, FOXG1, DCLK2, INHBA, DLX2, HES5, HES1, PROX1, SHANK3"
"GO:0032964","collagen biosynthetic process",39,-0.669786756516286,-1.83949721677552,7.26982787062601e-05,0.000196284343812611,0.000672769227057807,2355,"tags=51%, list=13%, signal=45%","10609/3569/28984/1289/5345/9508/3549/10536/55323/407021/7043/652/871/90993/4880/54361/114757/1277/5159/8710","P3H4, IL6, RGCC, COL5A1, SERPINF2, ADAMTS3, IHH, P3H3, LARP6, MIR29A, TGFB3, BMP4, SERPINH1, CREB3L1, NPPC, WNT4, CYGB, COL1A1, PDGFRB, SERPINB7"
"GO:0051147","regulation of muscle cell differentiation",114,-0.532102341480496,-1.67885201257921,7.51595386167563e-05,0.000201910424008686,0.000693119238186891,3134,"tags=31%, list=17%, signal=26%","23411/9472/1760/55553/659/221662/3815/6469/6899/2852/9643/30008/4086/1906/150094/627/650/6935/5155/55897/5999/1491/407006/56603/28514/8324/652/348093/22943/3481/23493/5629/93649/1948/4487","SIRT1, AKAP6, DMPK, SOX6, BMPR2, RBM24, KIT, SHH, TBX1, GPER1, MORF4L2, EFEMP2, SMAD1, EDN1, SIK1, BDNF, BMP2, ZEB1, PDGFB, MESP1, RGS4, CTH, MIR221, CYP26B1, DLL1, FZD7, BMP4, RBPMS2, DKK1, IGF2, HEY2, PROX1, MYOCD, EFNB2, MSX1"
"GO:0050768","negative regulation of neurogenesis",120,-0.51769427720454,-1.64324468785533,7.53193064827428e-05,0.000201953483985217,0.000693119238186891,3524,"tags=41%, list=19%, signal=33%","9856/10509/9572/657/5802/57715/1499/8829/2258/10500/223117/9693/7124/54910/1630/3553/54437/3569/7473/10501/9423/1949/5764/4825/4038/26022/7869/6833/4133/1620/3397/1745/23105/1030/283659/3400/4916/9037/80031/3949/6405/1746/388585/4776/7070/23500/3280/6664/56920","KIAA0319, SEMA4B, NR1D1, BMPR1A, PTPRS, SEMA4G, CTNNB1, NRP1, FGF13, SEMA6C, SEMA3D, RAPGEF2, TNF, SEMA4C, DCC, IL1B, SEMA5B, IL6, WNT3, SEMA6B, NTN1, EFNB3, PTN, NKX6-1, LRP4, TMEM98, SEMA3B, ABCC8, MAP2, BRINP1, ID1, DLX1, FSTL4, CDKN2B, PRTG, ID4, NTRK3, SEMA5A, SEMA6D, LDLR, SEMA3F, DLX2, HES5, NFATC4, THY1, DAAM2, HES1, SOX11, SEMA3G"
"GO:0009187","cyclic nucleotide metabolic process",32,-0.686491347753909,-1.83211515576787,7.88930108051155e-05,0.000211132724154642,0.000724410317838065,3333,"tags=56%, list=18%, signal=46%","4882/10846/5151/55811/8622/5152/111/112/108/196883/1969/4881/27115/4880/8654/5138/2977/107","NPR2, PDE10A, PDE8A, ADCY10, PDE8B, PDE9A, ADCY5, ADCY6, ADCY2, ADCY4, EPHA2, NPR1, PDE7B, NPPC, PDE5A, PDE2A, GUCY1A2, ADCY1"
"GO:0046634","regulation of alpha-beta T cell activation",99,0.452845826376322,1.84023968934129,7.99511319055365e-05,0.000213557681230568,0.000732516257001557,2763,"tags=43%, list=15%, signal=37%","257101/3458/246778/50943/729230/54440/10859/11126/916/3071/11006/6850/3594/5788/3593/64926/6375/4602/3718/7292/26191/7535/6363/84695/30009/3965/942/3717/3122/2625/654346/5588/11314/29126/941/284194/3606/10148/865/51043/3123/3558/7297","ZNF683, IFNG, IL27, FOXP3, CCR2, SASH3, LILRB1, CD160, CD3E, NCKAP1L, LILRB4, SYK, IL12RB1, PTPRC, IL12B, RASAL3, XCL1, MYB, JAK3, TNFSF4, PTPN22, ZAP70, CCL19, LOXL3, TBX21, LGALS9, CD86, JAK2, HLA-DRA, GATA3, LGALS9C, PRKCQ, CD300A, CD274, CD80, LGALS9B, IL18, EBI3, CBFB, ZBTB7B, HLA-DRB1, IL2, TYK2"
"GO:0061028","establishment of endothelial barrier",47,-0.627471209913932,-1.77718414176265,8.06569502161822e-05,0.000215034184162687,0.000737365968923246,3700,"tags=53%, list=20%, signal=43%","7430/23236/2150/9693/7124/9475/3553/153562/5175/9414/7414/9076/3383/91663/1365/54345/7082/5138/10411/1910/1903/1909/54538/1003/7122","EZR, PLCB1, F2RL1, RAPGEF2, TNF, ROCK2, IL1B, MARVELD2, PECAM1, TJP2, VCL, CLDN1, ICAM1, MYADM, CLDN3, SOX18, TJP1, PDE2A, RAPGEF3, EDNRB, S1PR3, EDNRA, ROBO4, CDH5, CLDN5"
"GO:0008038","neuron recognition",46,-0.641239548485996,-1.81468082291652,8.10334120608318e-05,0.000215628681714903,0.000739190099906784,3021,"tags=46%, list=16%, signal=38%","50863/2131/4692/1826/4897/27255/55118/1949/351/57453/2043/152330/51294/2290/63923/9037/91624/6091/2042/54538/6092","NTM, EXT1, NDN, DSCAM, NRCAM, CNTN6, CRTAC1, EFNB3, APP, DSCAML1, EPHA4, CNTN4, PCDH12, FOXG1, TNN, SEMA5A, NEXN, ROBO1, EPHA3, ROBO4, ROBO2"
"GO:0050803","regulation of synapse structure or activity",190,-0.48707175947063,-1.59017958880791,8.28075649131902e-05,0.000219933135544484,0.000753728299829038,3718,"tags=38%, list=20%, signal=31%","1141/22871/4734/139065/9231/10160/158866/1605/1000/51804/2823/79953/2239/10611/25791/9456/5818/1760/7124/6792/8128/22941/64084/10857/10458/64284/84189/4897/375790/387804/3312/1627/2904/40/9423/1006/26052/2047/627/57555/84631/94030/153090/7162/351/83992/4038/57030/5021/3706/2043/26045/9912/6495/27286/869/8499/7058/4916/816/1942/85461/11141/22943/22899/6405/4776/85358/5100/145581/6092/23237","CHRNB2, NLGN1, NEDD4, SLITRK4, DLG5, FARP1, ZDHHC15, DAG1, CDH2, SIX4, GPM6A, SYNDIG1, GPC4, PDLIM5, NGEF, HOMER1, NECTIN1, DMPK, TNF, CDKL5, ST8SIA2, SHANK2, CLSTN2, PGRMC1, BAIAP2, RAB17, SLITRK6, NRCAM, AGRN, VSTM5, HSPA8, DBN1, GRIN2B, ASIC2, NTN1, CDH8, DNM3, EPHB1, BDNF, NLGN2, SLITRK2, LRRC4B, DAB2IP, TPBG, APP, CTTNBP2, LRP4, SLC17A7, OXTR, ITPKA, EPHA4, LRRTM2, ARHGAP44, SIX1, SRPX2, CBLN1, PPFIA2, THBS2, NTRK3, CAMK2B, EFNA1, TANC1, IL1RAPL1, DKK1, ARHGEF15, SEMA3F, NFATC4, SHANK3, PCDH8, LRFN5, ROBO2, ARC"
"GO:0002287","alpha-beta T cell activation involved in immune response",66,0.515513079200033,1.97303737573794,8.7402730753587e-05,0.000230828640430056,0.000792102839047806,2682,"tags=44%, list=15%, signal=38%","59067/3458/246778/50943/114836/3594/3593/6693/4602/3718/7292/6363/4063/5734/84695/30009/8320/3965/942/10538/3122/2625/84766/941/64218/3606/51043/3123/3558","IL21, IFNG, IL27, FOXP3, SLAMF6, IL12RB1, IL12B, SPN, MYB, JAK3, TNFSF4, CCL19, LY9, PTGER4, LOXL3, TBX21, EOMES, LGALS9, CD86, BATF, HLA-DRA, GATA3, CRACR2A, CD80, SEMA4A, IL18, ZBTB7B, HLA-DRB1, IL2"
"GO:0002293","alpha-beta T cell differentiation involved in immune response",66,0.515513079200033,1.97303737573794,8.7402730753587e-05,0.000230828640430056,0.000792102839047806,2682,"tags=44%, list=15%, signal=38%","59067/3458/246778/50943/114836/3594/3593/6693/4602/3718/7292/6363/4063/5734/84695/30009/8320/3965/942/10538/3122/2625/84766/941/64218/3606/51043/3123/3558","IL21, IFNG, IL27, FOXP3, SLAMF6, IL12RB1, IL12B, SPN, MYB, JAK3, TNFSF4, CCL19, LY9, PTGER4, LOXL3, TBX21, EOMES, LGALS9, CD86, BATF, HLA-DRA, GATA3, CRACR2A, CD80, SEMA4A, IL18, ZBTB7B, HLA-DRB1, IL2"
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",55,-0.605215966831961,-1.75246360433637,8.87039564387188e-05,0.000233387750555056,0.000802155395546309,1962,"tags=40%, list=11%, signal=36%","1906/2915/5064/111/2770/112/2847/1901/150/2918/2899/9568/4886/11245/1131/5138/3355/1903/1909/6752/3352/2779","EDN1, GRM5, PALM, ADCY5, GNAI1, ADCY6, MCHR1, S1PR1, ADRA2A, GRM8, GRIK3, GABBR2, NPY1R, GPR176, CHRM3, PDE2A, HTR1F, S1PR3, EDNRA, SSTR2, HTR1D, GNAT1"
"GO:0048332","mesoderm morphogenesis",64,-0.590334483671288,-1.74026851893848,8.91469207830826e-05,0.000234114810654637,0.000804419980875423,3513,"tags=47%, list=19%, signal=38%","3207/3688/642658/3673/659/57669/145873/2303/3691/7473/4086/89870/6926/23135/3675/55897/6423/3690/2697/1969/652/3624/8516/2296/22943/2294/6615/10736/6886/286204","HOXA11, ITGB1, SCX, ITGA2, BMPR2, EPB41L5, MESP2, FOXC2, ITGB4, WNT3, SMAD1, TRIM15, TBX3, KDM6B, ITGA3, MESP1, SFRP2, ITGB3, GJA1, EPHA2, BMP4, INHBA, ITGA8, FOXC1, DKK1, FOXF1, SNAI1, SIX2, TAL1, CRB2"
"GO:0030879","mammary gland development",124,-0.519050330643791,-1.65072040879213,8.95526054482423e-05,0.000234741437788769,0.000806339135717045,4166,"tags=40%, list=23%, signal=31%","1435/7048/3202/367/6531/1950/3219/4041/5066/3488/394/540/3673/8862/1036/80139/780/595/4488/2247/8600/7473/6608/64478/9423/1999/6926/5241/10718/5021/3664/2697/3235/2737/6662/7043/857/1969/652/8835/7498/6091/2736/6909/54361/2294/59350/4855/4487","CSF1, TGFBR2, HOXA5, AR, SLC6A3, EGF, HOXB9, LRP5, PAM, IGFBP5, ARHGAP5, ATP7B, ITGA2, APLN, CDO1, ZNF703, DDR1, CCND1, MSX2, FGF2, TNFSF11, WNT3, SMO, CSMD1, NTN1, ELF3, TBX3, PGR, NRG3, OXTR, IRF6, GJA1, HOXD9, GLI3, SOX9, TGFB3, CAV1, EPHA2, BMP4, SOCS2, XDH, ROBO1, GLI2, TBX2, WNT4, FOXF1, RXFP1, NOTCH4, MSX1"
"GO:0060048","cardiac muscle contraction",114,-0.52925095957524,-1.66985553224622,9.19949489940092e-05,0.000239357228401079,0.000826548845630385,4403,"tags=42%, list=24%, signal=32%","2946/476/287/2281/51086/3759/10008/23327/3752/5606/2934/29119/1832/2258/9992/10848/481/3757/7139/30845/776/8913/477/80149/845/7168/2697/6444/3728/6781/147/857/2702/4635/3741/8654/1756/23704/3764/4634/6330/5350/775/10052/783/3781/2257/3270","GSTM2, ATP1A1, ANK2, FKBP1B, TNNI3K, KCNJ2, KCNE3, NEDD4L, KCND3, MAP2K3, GSN, CTNNA3, DSP, FGF13, KCNE2, PPP1R13L, ATP1B1, KCNH2, TNNT2, EHD3, CACNA1D, CACNA1G, ATP1A2, ZC3H12A, CASQ2, TPM1, GJA1, SGCD, JUP, STC1, ADRA1B, CAV1, GJA5, MYL4, KCNA5, PDE5A, DMD, KCNE4, KCNJ8, MYL3, SCN4B, PLN, CACNA1C, GJC1, CACNB2, KCNN2, FGF12, HRC"
"GO:0098581","detection of external biotic stimulus",22,0.707503686491586,2.1969350527412,9.33751103602641e-05,0.000242499131342276,0.000837148888682829,2531,"tags=64%, list=14%, signal=55%","93978/7096/58484/10333/54209/64581/4671/3929/114770/23643/7099/7097/64127/3123","CLEC6A, TLR1, NLRC4, TLR6, TREM2, CLEC7A, NAIP, LBP, PGLYRP2, LY96, TLR4, TLR2, NOD2, HLA-DRB1"
"GO:0030902","hindbrain development",122,-0.515824715766367,-1.63961521900218,9.42970467339449e-05,0.000243991437681754,0.000841801571045946,2880,"tags=35%, list=16%, signal=30%","388610/1950/6095/1499/1398/3688/85458/54910/8704/6751/200894/6469/22891/3480/2247/1152/6608/4086/5270/2047/6712/8854/4192/124925/23543/4781/2624/8322/28514/869/3975/57502/2736/2735/2296/5362/482/3280/340719/5629/6752/10395/653","TRNP1, EGF, RORA, CTNNB1, CRK, ITGB1, DIXDC1, SEMA4C, B4GALT2, SSTR1, ARL13B, SHH, ZNF365, IGF1R, FGF2, CKB, SMO, SMAD1, SERPINE2, EPHB1, SPTBN2, ALDH1A2, MDK, SEZ6, RBFOX2, NFIB, GATA2, FZD4, DLL1, CBLN1, LHX1, NLGN4X, GLI2, GLI1, FOXC1, PLXNA2, ATP1B2, HES1, NANOS1, PROX1, SSTR2, DLC1, BMP5"
"GO:0007601","visual perception",153,-0.492425282344045,-1.5849138736518,9.4294570543061e-05,0.000243991437681754,0.000841801571045946,3851,"tags=35%, list=21%, signal=28%","23418/6103/1141/1429/197021/314/51761/4060/10265/30062/6101/25794/6094/2570/51151/7466/2202/2070/54437/84189/157506/768206/3983/94233/9478/4693/1409/6004/53904/4935/158046/1280/2700/3913/24/4070/2918/22999/7399/94137/2034/80781/83872/1277/25806/5961/7078/10052/286204/783/2779/54567/10319","CRB1, RPGR, CHRNB2, CRYZ, LCTL, AOC2, ATP8A2, LUM, IRX5, RAX, RP1, FSCN2, ROM1, GABRR2, SLC45A2, WFS1, EFEMP1, EYA4, SEMA5B, SLITRK6, RDH10, PRCD, ABLIM1, OPN4, CABP1, NDP, CRYAA, RGS16, MYO3A, GPR143, NXNL2, COL2A1, GJA3, LAMB2, ABCA4, TACSTD2, GRM8, RIMS1, USH2A, RP1L1, EPAS1, COL18A1, HMCN1, COL1A1, VAX2, PRPH2, TIMP3, GJC1, CRB2, CACNB2, GNAT1, DLL4, LAMC3"
"GO:0044344","cellular response to fibroblast growth factor stimulus",91,-0.553845098252456,-1.71287274896067,9.55189775487057e-05,0.000246698829882227,0.000850891756011252,3826,"tags=43%, list=21%, signal=34%","2250/1499/6422/53834/3340/10253/8862/2131/2817/64399/6899/2247/3373/1373/2261/2264/8817/8822/387914/9365/3164/4609/4804/8692/79625/2260/2246/23213/9982/90993/3975/6909/54361/64094/10252/1277/2257/81848/54567","FGF5, CTNNB1, SFRP1, FGFRL1, NDST1, SPRY2, APLN, EXT1, GPC1, HHIP, TBX1, FGF2, HYAL1, CPS1, FGFR3, FGFR4, FGF18, FGF17, SHISA2, KL, NR4A1, MYC, NGFR, HYAL2, NDNF, FGFR1, FGF1, SULF1, FGFBP1, CREB3L1, LHX1, TBX2, WNT4, SMOC2, SPRY1, COL1A1, FGF12, SPRY4, DLL4"
"GO:0031342","negative regulation of cell killing",26,0.689029349263815,2.21821295118335,9.85442277558985e-05,0.000253579926734501,0.000875973213803273,1368,"tags=50%, list=7%, signal=46%","1524/10859/3071/3824/3805/5788/6318/3821/409/3965/2213/387837/84868","CX3CR1, LILRB1, NCKAP1L, KLRD1, KIR2DL4, PTPRC, SERPINB4, KLRC1, ARRB2, LGALS9, FCGR2B, CLEC12B, HAVCR2"
"GO:1903038","negative regulation of leukocyte cell-cell adhesion",121,0.395352964449972,1.66926311427505,0.000100336556256779,0.000257720039379844,0.000890011826535158,2682,"tags=40%, list=15%, signal=34%","201633/1378/6366/50943/26279/339390/3902/10457/79626/10859/2267/11326/3071/1493/11006/10288/6693/80380/6375/5777/3718/7292/3456/26191/54900/10875/84695/30009/7805/3965/2213/942/84868/972/654346/11314/3559/29126/941/79679/6387/284194/65125/865/51043/3123/5771/3558","TIGIT, CR1, CCL21, FOXP3, PLA2G2D, CLEC4G, LAG3, GPNMB, TNFAIP8L2, LILRB1, FGL1, VSIG4, NCKAP1L, CTLA4, LILRB4, LILRB2, SPN, PDCD1LG2, XCL1, PTPN6, JAK3, TNFSF4, IFNB1, PTPN22, LAX1, FGL2, LOXL3, TBX21, LAPTM5, LGALS9, FCGR2B, CD86, HAVCR2, CD74, LGALS9C, CD300A, IL2RA, CD274, CD80, VTCN1, CXCL12, LGALS9B, WNK1, CBFB, ZBTB7B, HLA-DRB1, PTPN2, IL2"
"GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis",22,-0.744802997619916,-1.84053266826836,0.000100847262078961,0.000258559129965218,0.000892646706492852,2371,"tags=64%, list=13%, signal=56%","2247/168667/4804/2624/1969/94/652/9037/9982/79812/187/185/441478/54567","FGF2, BMPER, NGFR, GATA2, EPHA2, ACVRL1, BMP4, SEMA5A, FGFBP1, MMRN2, APLNR, AGTR1, NRARP, DLL4"
